et,c,lat,long,fat
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.033731,45.34,0
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.6833,42.2,7
Battle-No change of territory,Somalia,8.23,46.33,40
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,6.77,47.63,2
Battle-No change of territory,Somalia,6.97,47.62,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,4.735984,45.204268,10
Battle-No change of territory,Somalia,2.7333,41.0166,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,9.82412,43.47594,2
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,11.2847,49.1825,15
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.009499,45.25,5
Battle-No change of territory,Somalia,2.069443,45.242128,1
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,0.5172,42.071,2
Battle-No change of territory,Somalia,10.283333,50.233333,1
Battle-No change of territory,Somalia,9.50694,49.086079,0
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,6.77,47.63,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,3.23,43.183,2
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,3.79999,42.54459,18
Battle-No change of territory,Somalia,2.047638,45.35,0
Battle-No change of territory,Somalia,3.23,43.183,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,4.12303,43.890121,4
Battle-No change of territory,Somalia,4.12303,43.890121,0
Battle-No change of territory,Somalia,3.51867,42.77048,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,4.16358,42.07617,15
Battle-No change of territory,Somalia,7.21345,48.85104,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,3.79999,42.54459,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,4.82821,43.659931,4
Battle-No change of territory,Somalia,0.40627,41.01238,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,7.21345,48.85104,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,5.537643,46.386698,1
Battle-No change of territory,Somalia,7.21345,48.85104,0
Battle-No change of territory,Somalia,12,48,0
Battle-No change of territory,Somalia,3.79999,42.54459,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.07,45.37,1
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,4.735984,45.204268,2
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,3.328,42.219879,2
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,2.048031,45.32,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,8.473575,47.354409,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,4.735984,45.204268,1
Battle-No change of territory,Somalia,11.2847,49.1825,8
Battle-No change of territory,Somalia,11.2847,49.1825,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,11.16027,48.19487,0
Battle-No change of territory,Somalia,2.6833,42.2,0
Battle-No change of territory,Somalia,2.067771,45.35,2
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,6.24178,46.3072,1
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,6.42639,46.70553,1
Battle-No change of territory,Somalia,8.473575,47.354409,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,5.537643,46.386698,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,3.1166,43.65,4
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,3.79999,42.54459,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.04504,45.282683,0
Battle-No change of territory,Somalia,0.5172,42.071,3
Battle-No change of territory,Somalia,2.009499,45.25,8
Battle-No change of territory,Somalia,2.3333,42.2833,3
Battle-No change of territory,Somalia,2.043926,45.3,1
Battle-No change of territory,Somalia,2.040987,45.336778,4
Battle-No change of territory,Somalia,6.76924,47.430611,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.009499,45.25,2
Battle-No change of territory,Somalia,2.77905,45.50125,3
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,2.067771,45.35,3
Battle-No change of territory,Somalia,11.2847,49.1825,0
Battle-No change of territory,Somalia,9.47107,46.62836,0
Battle-No change of territory,Somalia,11.16027,48.19487,1
Battle-No change of territory,Somalia,2.047638,45.35,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.040987,45.336778,0
Battle-No change of territory,Somalia,2.054921,45.33,4
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,5.537643,46.386698,0
Battle-No change of territory,Somalia,3.19692,43.586048,1
Battle-No change of territory,Somalia,2.040987,45.336778,0
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,2.067771,45.35,3
Battle-No change of territory,Somalia,3.1166,43.65,7
Battle-No change of territory,Somalia,2.048031,45.32,1
Battle-No change of territory,Somalia,3.38342,45.59693,0
Battle-No change of territory,Somalia,2.07,45.37,3
Battle-No change of territory,Somalia,4.12303,43.890121,1
Battle-No change of territory,Somalia,3.1166,43.65,2
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.029214,45.300257,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.040987,45.336778,0
Battle-No change of territory,Somalia,8.23,46.33,4
Battle-No change of territory,Somalia,8.473575,47.354409,15
Battle-No change of territory,Somalia,4.39202,46.0884,10
Battle-No change of territory,Somalia,3.03,41.86,10
Battle-No change of territory,Somalia,4.68153,46.62342,10
Battle-No change of territory,Somalia,2.009499,45.25,2
Battle-No change of territory,Somalia,2.009499,45.25,1
Battle-No change of territory,Somalia,1.78586,44.5313,1
Battle-No change of territory,Somalia,4.68153,46.62342,10
Battle-No change of territory,Somalia,2.54996,41.50191,3
Battle-No change of territory,Somalia,2.043926,45.3,2
Battle-No change of territory,Somalia,4.68153,46.62342,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.04045,45.36,0
Battle-No change of territory,Somalia,8.552813,46.223893,0
Battle-No change of territory,Somalia,2.041051,45.336843,0
Battle-No change of territory,Somalia,0.43428,41.814461,9
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,5.19938,45.52517,0
Battle-No change of territory,Somalia,6.26335,47.5202,0
Battle-No change of territory,Somalia,5.19938,45.52517,4
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,4.5135,46.28407,0
Battle-No change of territory,Somalia,4.68153,46.62342,3
Battle-No change of territory,Somalia,3.72496,43.28727,1
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,4.9217,47.66523,0
Battle-No change of territory,Somalia,3.017784,43.194809,0
Battle-No change of territory,Somalia,4.654449,47.857604,6
Battle-No change of territory,Somalia,11.19406,49.00639,0
Battle-No change of territory,Somalia,4.735984,45.204268,6
Battle-No change of territory,Somalia,11.19406,49.00639,0
Battle-No change of territory,Somalia,3.23,44.76,2
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,4.68153,46.62342,6
Battle-No change of territory,Somalia,3.03594,41.86737,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,6.171944,46.418056,0
Battle-No change of territory,Somalia,6.7833,47.4333,1
Battle-No change of territory,Somalia,3.328,42.219879,11
Battle-No change of territory,Somalia,10.283333,50.233333,1
Battle-No change of territory,Somalia,-0.36029,42.546261,4
Battle-No change of territory,Somalia,2.730099,41.192207,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,4.12303,43.890121,7
Battle-No change of territory,Somalia,2.049264,45.319912,0
Battle-No change of territory,Somalia,4.12303,43.890121,11
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,2.34,42.29,0
Battle-No change of territory,Somalia,2.06,45.36,5
Battle-No change of territory,Somalia,2.06516,45.39,1
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,6.7833,47.4333,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,2.033731,45.34,0
Battle-No change of territory,Somalia,2.067771,45.35,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.88901,42.93116,0
Battle-No change of territory,Somalia,2.033731,45.34,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,4.6833,46.6166,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.073503,45.28,2
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,2.054921,45.33,3
Battle-No change of territory,Somalia,4.1209,44.03645,10
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,3.170789,43.408755,0
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,2.048031,45.32,3
Battle-No change of territory,Somalia,2.048031,45.32,2
Battle-No change of territory,Somalia,2.04139,45.333721,3
Battle-No change of territory,Somalia,2.88901,42.93116,0
Battle-No change of territory,Somalia,0.30463,41.43938,0
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,0.30463,41.43938,0
Battle-No change of territory,Somalia,2.067771,45.35,1
Battle-No change of territory,Somalia,2.067771,45.35,1
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.048031,45.32,1
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,10.07,50.18,0
Battle-No change of territory,Somalia,2.06,45.53,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.88901,42.93116,10
Battle-No change of territory,Somalia,-1.03,41.48,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,4.68153,46.62342,2
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,2.049264,45.319912,0
Battle-No change of territory,Somalia,2.049264,45.319912,1
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,0.5172,42.071,4
Battle-No change of territory,Somalia,4.12303,43.890121,0
Battle-No change of territory,Somalia,4.68153,46.62342,0
Battle-No change of territory,Somalia,4.68153,46.62342,0
Battle-No change of territory,Somalia,2.22,41.62,0
Battle-No change of territory,Somalia,2.04139,45.333721,3
Battle-No change of territory,Somalia,4.12303,43.890121,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.049264,45.319912,2
Battle-No change of territory,Somalia,4.68,46.62,0
Battle-No change of territory,Somalia,2.06,45.36,3
Battle-No change of territory,Somalia,2.06516,45.39,5
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,0.30463,41.43938,0
Battle-No change of territory,Somalia,10.07,50.18,0
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,4.15,43.83,0
Battle-No change of territory,Somalia,1.9833,44.8333,0
Battle-No change of territory,Somalia,4.735984,45.204268,2
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,5.31,45.88,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,2.04139,45.333721,5
Battle-No change of territory,Somalia,2.07,45.37,9
Battle-No change of territory,Somalia,2.06,45.53,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.073503,45.28,4
Battle-No change of territory,Somalia,6.77,47.43,3
Battle-No change of territory,Somalia,10.416,51.26,0
Battle-No change of territory,Somalia,0.28189,41.713612,1
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,0.30463,41.43938,2
Battle-No change of territory,Somalia,2.218684,45.20874,1
Battle-No change of territory,Somalia,-0.36029,42.546261,14
Battle-No change of territory,Somalia,11.2847,49.1825,6
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,2.05368,45.054779,0
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,3.23,44.76,0
Battle-No change of territory,Somalia,2.15,45.116,4
Battle-No change of territory,Somalia,11.286356,51.077,0
Battle-No change of territory,Somalia,4.68153,46.62342,10
Battle-No change of territory,Somalia,9.583,43.66,0
Battle-No change of territory,Somalia,11.824,51.2668,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,10.88,50.4,1
Battle-No change of territory,Somalia,-0.36029,42.546261,0
Battle-No change of territory,Somalia,3.328,42.219879,4
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,5.68895,45.96932,0
Battle-No change of territory,Somalia,3.503944,42.296807,0
Battle-No change of territory,Somalia,3.8,42.54,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.016803,45.28,0
Battle-No change of territory,Somalia,0.27,41.25,10
Battle-No change of territory,Somalia,2.541059,41.503678,0
Battle-No change of territory,Somalia,3.51867,42.77048,0
Battle-No change of territory,Somalia,2.15,45.116,2
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,9.350137,45.470737,0
Battle-No change of territory,Somalia,6.14568,46.62712,1
Battle-No change of territory,Somalia,2.7333,41.0166,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.88901,42.93116,1
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,5.34743,48.5262,0
Battle-No change of territory,Somalia,2.016803,45.28,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,3.22,42.63,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,1.923276,45.102253,6
Battle-No change of territory,Somalia,1,41.5,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,1.8,44.7,2
Battle-No change of territory,Somalia,0.30463,41.43938,0
Battle-No change of territory,Somalia,2.101694,45.162907,8
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,3.78074,41.89431,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,1.923276,45.102253,1
Battle-No change of territory,Somalia,2.04139,45.333721,1
Battle-No change of territory,Somalia,2.88901,42.93116,0
Battle-No change of territory,Somalia,4.6833,46.6166,2
Battle-No change of territory,Somalia,2.88901,42.93116,4
Battle-No change of territory,Somalia,3.0483,43.0915,6
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,3.6,43.45,2
Battle-No change of territory,Somalia,3.23,43.183,10
Battle-No change of territory,Somalia,2.05368,45.054779,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,8.23,46.33,7
Battle-No change of territory,Somalia,0.5172,42.071,3
Battle-No change of territory,Somalia,8.666667,47.5,10
Battle-No change of territory,Somalia,6.14568,46.62712,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.88901,42.93116,0
Battle-No change of territory,Somalia,2.06,45.53,0
Battle-No change of territory,Somalia,2.32665,45.39293,10
Battle-No change of territory,Somalia,4.735984,45.204268,10
Battle-No change of territory,Somalia,3.04247,43.65898,3
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.22149,45.39701,0
Battle-No change of territory,Somalia,-1.07385,41.28799,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.35,45.3833,0
Battle-No change of territory,Somalia,2.43136,45.46349,6
Battle-No change of territory,Somalia,2.048031,45.32,2
Battle-No change of territory,Somalia,2.084381,45.39,3
Battle-No change of territory,Somalia,2.084381,45.39,4
Battle-No change of territory,Somalia,0.28189,41.713612,7
Battle-No change of territory,Somalia,0.28189,41.713612,7
Battle-No change of territory,Somalia,3.33144,42.21895,2
Battle-No change of territory,Somalia,9.97798,50.25066,1
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,3.79999,42.54459,0
Battle-No change of territory,Somalia,4.0333,44.5166,18
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,3.6,43.45,6
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,2.009499,45.25,3
Battle-No change of territory,Somalia,3.6,43.45,5
Battle-No change of territory,Somalia,3.23,43.183,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,11.2847,49.1825,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,0.233333,41.966667,11
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,0.3022,41.4368,2
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,5.308949,45.882957,1
Battle-No change of territory,Somalia,4.735984,45.204268,3
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.009499,45.25,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.05368,45.054779,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.048031,45.32,1
Battle-No change of territory,Somalia,2.084381,45.39,11
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,2.037727,45.33828,0
Battle-No change of territory,Somalia,1.988126,42.385254,20
Battle-No change of territory,Somalia,3.94352,43.94177,0
Battle-No change of territory,Somalia,4.1209,44.03645,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,4.132764,44.055176,0
Battle-No change of territory,Somalia,4.132764,44.055176,0
Battle-No change of territory,Somalia,3.1166,43.65,0
Battle-No change of territory,Somalia,-0.177154,41.277008,9
Battle-No change of territory,Somalia,10.283333,50.233333,0
Battle-No change of territory,Somalia,2.3333,42.2833,11
Battle-No change of territory,Somalia,2.3333,42.2833,17
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,9.745026,45.634033,1
Battle-No change of territory,Somalia,3.328919,42.22091,0
Battle-No change of territory,Somalia,5.692008,46.676388,2
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,2.033731,45.34,0
Battle-No change of territory,Somalia,2.101694,45.162907,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,2.35,45.3833,0
Battle-No change of territory,Somalia,2.101694,45.162907,3
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,5.692008,46.676388,2
Battle-No change of territory,Somalia,6.76924,47.430611,2
Battle-No change of territory,Somalia,6.77,47.63,0
Battle-No change of territory,Somalia,2.048031,45.32,1
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,2.019514,45.31,1
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,2.101694,45.162907,2
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.35,45.3833,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.6833,42.2,1
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.048031,45.32,2
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,2.35,45.3833,2
Battle-No change of territory,Somalia,2.009499,45.25,2
Battle-No change of territory,Somalia,2.03,45.3,0
Battle-No change of territory,Somalia,8.666667,47.5,0
Battle-No change of territory,Somalia,2.3333,42.2833,4
Battle-No change of territory,Somalia,2.019514,45.31,1
Battle-No change of territory,Somalia,2.35,45.3833,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,2.009499,45.25,2
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.04139,45.333721,4
Battle-No change of territory,Somalia,6.77,47.63,5
Battle-No change of territory,Somalia,2.06516,45.39,1
Battle-No change of territory,Somalia,8.666667,47.5,0
Battle-No change of territory,Somalia,2.067771,45.35,1
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,2.3333,42.2833,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,2.15,45.116,0
Battle-No change of territory,Somalia,3.1166,43.65,4
Battle-No change of territory,Somalia,3.31817,43.473148,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.09955,45.16352,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,2.88901,42.93116,0
Battle-No change of territory,Somalia,2.019514,45.31,0
Battle-No change of territory,Somalia,4.12303,43.890121,0
Battle-No change of territory,Somalia,3.1166,43.65,1
Battle-No change of territory,Somalia,3.1166,43.65,1
Battle-No change of territory,Somalia,2.39,45.3833,0
Battle-No change of territory,Somalia,2.7333,41.0166,0
Battle-No change of territory,Somalia,2.073503,45.28,2
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.733333,42.9,1
Battle-No change of territory,Somalia,4.12303,43.890121,4
Battle-No change of territory,Somalia,3.51867,42.77048,10
Battle-No change of territory,Somalia,-0.271911,42.506104,30
Battle-No change of territory,Somalia,2.35,45.3833,0
Battle-No change of territory,Somalia,3.31817,43.473148,0
Battle-No change of territory,Somalia,2.09955,45.16352,2
Battle-No change of territory,Somalia,0.5172,42.071,17
Battle-No change of territory,Somalia,5.19938,45.52517,0
Battle-No change of territory,Somalia,2.07,45.37,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
Battle-No change of territory,Somalia,3.33144,42.21895,26
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,2.101694,45.162907,2
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.04139,45.333721,0
